DATE,TIME,CUSTOMERTYPE,PRODUCTCATEGORY,UNITPRICE,QUANTITY,TOTAL,FULLNAME,MONTH,YEAR,DAY_OF_WEEK,HOUR,REVENUE_PER_UNIT
"2024-08-16 07:05:00",05:38:20,Regular,Clothing,429.27,4,1717.08,"Krishna Singh",August,2024,Friday,5,429.27
"2024-12-22 19:14:00",22:47:47,Premium,"Home & Kitchen",350.15,4,1400.6,"Shreya Iyer",December,2024,Sunday,22,350.15
"2024-05-15 01:44:00",12:02:19,Regular,"Beauty & Personal Care",498.96,3,1496.88,"Nandini Mehta",May,2024,Wednesday,12,498.96000000000004
"2023-03-13 16:02:00",22:42:56,Premium,Clothing,485.45,2,970.9,"Ishaan Lal",March,2023,Monday,22,485.45
"2023-04-17 01:59:00",07:13:23,Premium,Grocery,118.65,1,118.65,"Vaibhav Gupta",April,2023,Monday,7,118.65
"2024-04-13 06:42:00",00:09:45,Member,"Home & Kitchen",434.96,5,2174.8,"Eeshaan Desai",April,2024,Saturday,0,434.96000000000004
"2023-01-22 11:58:00",19:23:23,Premium,Electronics,302.2,1,302.2,"Eeshaan Singh",January,2023,Sunday,19,302.2
"2024-11-24 21:19:00",05:18:36,Premium,"Beauty & Personal Care",238.55,3,715.65,"Jai Verma",November,2024,Sunday,5,238.54999999999998
"2023-05-18 00:49:00",18:22:40,Member,Grocery,495.72,1,495.72,"Jai Mehta",May,2023,Thursday,18,495.72
"2023-08-26 19:10:00",02:42:34,Regular,Grocery,319.66,1,319.66,"Uday Yadav",August,2023,Saturday,2,319.66
"2024-01-10 06:42:00",04:07:32,Regular,"Beauty & Personal Care",159.85,2,319.7,"Bhavesh Xavier",January,2024,Wednesday,4,159.85
"2024-05-13 12:44:00",03:55:41,Premium,"Beauty & Personal Care",403.18,1,403.18,"Nandini Xavier",May,2024,Monday,3,403.18
"2024-07-17 19:21:00",00:31:59,Regular,"Home & Kitchen",135.47,1,135.47,"Jai Wadhwa",July,2024,Wednesday,0,135.47
"2024-06-24 14:03:00",07:27:31,Regular,Grocery,167.91,1,167.91,"Priya Patel",June,2024,Monday,7,167.91
"2023-05-25 03:34:00",16:16:03,Member,Grocery,152.32,5,761.6,"Diya Iyer",May,2023,Thursday,16,152.32
"2023-02-15 12:47:00",11:10:31,Regular,Grocery,151.45,1,151.45,"Nandini Yadav",February,2023,Wednesday,11,151.45
"2024-11-17 17:01:00",11:11:21,Premium,Grocery,344.7,5,1723.5,"Krishna Jain",November,2024,Sunday,11,344.7
"2024-03-11 02:38:00",07:45:59,Member,Grocery,260.61,4,1042.44,"Aakash Sharma",March,2024,Monday,7,260.61
"2023-12-26 21:48:00",05:21:54,Regular,Electronics,473.78,2,947.56,"Yash Yadav",December,2023,Tuesday,5,473.78
"2023-01-12 05:56:00",21:27:59,Regular,Clothing,29.48,2,58.96,"Bhavesh Rao",January,2023,Thursday,21,29.48
"2023-10-26 16:56:00",22:31:56,Member,Clothing,109.1,2,218.2,"Nandini Gupta",October,2023,Thursday,22,109.1
"2024-09-29 00:48:00",20:15:47,Premium,Clothing,50.67,4,202.68,"Zara Kumar",September,2024,Sunday,20,50.67
"2024-07-23 05:40:00",10:50:00,Regular,"Home & Kitchen",147.76,2,295.52,"Avani Lal",July,2024,Tuesday,10,147.76
"2024-07-24 08:54:00",02:55:18,Premium,"Home & Kitchen",373.09,5,1865.45,"Avani Khanna",July,2024,Wednesday,2,373.09000000000003
"2023-12-04 09:19:00",23:58:05,Member,"Beauty & Personal Care",16.5,5,82.5,"Krishna Desai",December,2023,Monday,23,16.5
"2024-06-25 02:23:00",01:16:52,Regular,"Beauty & Personal Care",76.02,3,228.06,"Shreya Rao",June,2024,Tuesday,1,76.02
"2023-06-30 05:25:00",00:21:40,Member,Clothing,119.05,4,476.2,"Priya Gupta",June,2023,Friday,0,119.05
"2024-12-04 18:13:00",09:05:34,Premium,Electronics,299.59,1,299.59,"Zara Patel",December,2024,Wednesday,9,299.59
"2023-03-13 21:37:00",21:24:43,Member,Grocery,336.53,4,1346.12,"Tanvi Yadav",March,2023,Monday,21,336.53
"2023-02-17 11:44:00",15:56:15,Premium,"Beauty & Personal Care",215.07,1,215.07,"Avani Rao",February,2023,Friday,15,215.07
"2023-04-07 01:24:00",05:39:59,Member,Clothing,28.07,4,112.28,"Priya Xavier",April,2023,Friday,5,28.07
"2024-10-15 19:45:00",04:06:07,Member,Clothing,146.68,3,440.04,"Priya Rao",October,2024,Tuesday,4,146.68
"2023-01-26 15:44:00",04:34:41,Regular,"Beauty & Personal Care",303.3,4,1213.2,"Bhavesh Kumar",January,2023,Thursday,4,303.3
"2024-07-21 12:43:00",08:34:19,Member,"Beauty & Personal Care",340.55,2,681.1,"Bhavesh Mehta",July,2024,Sunday,8,340.55
"2023-01-31 17:12:00",18:43:55,Premium,Clothing,66.64,4,266.56,"Priya Sharma",January,2023,Tuesday,18,66.64
"2023-03-24 23:50:00",14:05:57,Premium,Electronics,450.66,5,2253.3,"Rohan Agarwal",March,2023,Friday,14,450.66
"2024-09-16 15:13:00",20:15:39,Regular,Electronics,133.27,1,133.27,"Jai Kumar",September,2024,Monday,20,133.27
"2024-09-29 05:05:00",21:18:42,Member,Clothing,200.2,2,400.4,"Zara Khanna",September,2024,Sunday,21,200.2
"2024-10-06 20:53:00",04:45:28,Regular,Clothing,95.85,2,191.7,"Gaurav Desai",October,2024,Sunday,4,95.85
"2024-01-12 06:39:00",02:58:27,Regular,Electronics,34.7,5,173.5,"Jai Yadav",January,2024,Friday,2,34.7
"2024-05-10 08:11:00",21:55:05,Regular,Grocery,231.99,4,927.96,"Jai Verma",May,2024,Friday,21,231.99
"2023-06-08 23:37:00",02:59:22,Regular,Electronics,211.03,5,1055.15,"Jai Gupta",June,2023,Thursday,2,211.03000000000003
"2023-09-20 20:42:00",07:41:27,Premium,Clothing,287.8,1,287.8,"Yash Iyer",September,2023,Wednesday,7,287.8
"2023-08-11 01:30:00",19:42:06,Premium,"Beauty & Personal Care",442.86,5,2214.3,"Eeshaan Chauhan",August,2023,Friday,19,442.86
"2023-11-16 01:11:00",03:19:24,Member,"Home & Kitchen",327.76,4,1311.04,"Nandini Bhatia",November,2023,Thursday,3,327.76
"2023-10-08 08:04:00",12:59:57,Regular,Clothing,394.83,2,789.66,"Aakash Iyer",October,2023,Sunday,12,394.83
"2024-12-03 22:41:00",02:34:09,Regular,Electronics,157.42,3,472.26,"Shreya Desai",December,2024,Tuesday,2,157.42
"2024-11-21 10:46:00",04:00:00,Regular,"Home & Kitchen",227.88,4,911.52,"Avani Xavier",November,2024,Thursday,4,227.88
"2023-03-02 22:48:00",21:43:19,Member,Grocery,351.45,1,351.45,"Ishaan Chauhan",March,2023,Thursday,21,351.45
"2024-06-09 14:31:00",08:24:56,Member,Electronics,391.62,2,783.24,"Vaibhav Chauhan",June,2024,Sunday,8,391.62
"2023-03-26 05:20:00",03:47:23,Regular,Clothing,374.18,5,1870.9,"Diya Kumar",March,2023,Sunday,3,374.18
"2023-11-12 21:23:00",12:40:26,Premium,"Home & Kitchen",491.33,3,1473.99,"Mahesh Gupta",November,2023,Sunday,12,491.33
"2023-07-20 02:01:00",22:35:53,Premium,"Home & Kitchen",163.49,4,653.96,"Krishna Agarwal",July,2023,Thursday,22,163.49
"2023-05-01 23:38:00",04:29:48,Member,"Home & Kitchen",190.13,4,760.52,"Krishna Chauhan",May,2023,Monday,4,190.13
"2024-10-09 04:12:00",04:57:27,Member,Grocery,470.44,1,470.44,"Diya Jain",October,2024,Wednesday,4,470.44
"2024-07-21 06:30:00",09:38:56,Member,Grocery,438.54,2,877.08,"Eeshaan Chauhan",July,2024,Sunday,9,438.54
"2023-10-03 15:59:00",10:13:50,Member,"Home & Kitchen",99.55,2,199.1,"Shreya Chauhan",October,2023,Tuesday,10,99.55
"2023-06-19 08:21:00",08:22:11,Regular,"Home & Kitchen",117.77,4,471.08,"Aakash Bhatia",June,2023,Monday,8,117.77
"2023-10-01 21:27:00",21:26:04,Premium,"Beauty & Personal Care",323.14,4,1292.56,"Diya Sharma",October,2023,Sunday,21,323.14
"2024-02-04 07:19:00",05:06:55,Regular,Clothing,154.53,4,618.12,"Ishaan Desai",February,2024,Sunday,5,154.53
"2023-12-31 13:38:00",01:19:30,Member,"Beauty & Personal Care",216.82,3,650.46,"Tanvi Agarwal",December,2023,Sunday,1,216.82000000000002
"2023-08-21 06:56:00",10:37:59,Premium,Clothing,261.15,2,522.3,"Shreya Patel",August,2023,Monday,10,261.15
"2023-03-21 10:38:00",21:50:30,Member,Clothing,358.04,1,358.04,"Vaibhav Yadav",March,2023,Tuesday,21,358.04
"2023-02-07 23:39:00",12:09:56,Member,"Beauty & Personal Care",383.42,1,383.42,"Priya Iyer",February,2023,Tuesday,12,383.42
"2023-09-19 19:54:00",08:08:22,Regular,Clothing,121.52,1,121.52,"Priya Jain",September,2023,Tuesday,8,121.52
"2024-10-04 23:21:00",02:56:39,Member,"Beauty & Personal Care",151.58,4,606.32,"Lakshmi Chauhan",October,2024,Friday,2,151.58
"2023-04-30 14:54:00",04:48:54,Premium,Grocery,84.9,5,424.5,"Priya Singh",April,2023,Sunday,4,84.9
"2025-01-08 02:11:00",05:53:50,Premium,Electronics,322.76,4,1291.04,"Mahesh Wadhwa",January,2025,Wednesday,5,322.76
"2023-08-02 09:20:00",10:23:22,Premium,Clothing,316.74,2,633.48,"Diya Bhatia",August,2023,Wednesday,10,316.74
"2024-10-15 16:12:00",19:49:25,Member,Clothing,389.93,4,1559.72,"Gaurav Jain",October,2024,Tuesday,19,389.93
"2024-08-28 06:54:00",13:34:13,Member,Grocery,124.09,3,372.27,"Diya Chauhan",August,2024,Wednesday,13,124.08999999999999
"2023-03-31 18:32:00",04:24:20,Premium,Clothing,281.44,5,1407.2,"Vaibhav Xavier",March,2023,Friday,4,281.44
"2023-09-17 06:01:00",22:59:35,Premium,Electronics,401.6,5,2008,"Shreya Lal",September,2023,Sunday,22,401.6
"2024-01-10 04:48:00",00:50:51,Member,"Home & Kitchen",127.9,5,639.5,"Rohan Khanna",January,2024,Wednesday,0,127.9
"2024-02-03 00:22:00",00:54:22,Member,Clothing,62.13,4,248.52,"Shreya Xavier",February,2024,Saturday,0,62.13
"2024-03-01 06:01:00",12:49:43,Member,Electronics,245.93,3,737.79,"Tanvi Wadhwa",March,2024,Friday,12,245.92999999999998
"2024-11-04 15:05:00",00:38:44,Member,Clothing,225.18,1,225.18,"Bhavesh Singh",November,2024,Monday,0,225.18
"2024-04-18 01:12:00",09:14:23,Premium,"Home & Kitchen",29.1,4,116.4,"Rohan Singh",April,2024,Thursday,9,29.1
"2024-06-21 11:18:00",17:01:29,Premium,Grocery,158.92,2,317.84,"Eeshaan Jain",June,2024,Friday,17,158.92
"2024-11-18 04:29:00",23:47:38,Regular,"Home & Kitchen",39.5,4,158,"Eeshaan Patel",November,2024,Monday,23,39.5
"2024-08-11 03:22:00",17:00:05,Regular,"Beauty & Personal Care",181.54,3,544.62,"Nandini Lal",August,2024,Sunday,17,181.54
"2023-05-21 21:46:00",08:08:16,Regular,Clothing,456.06,4,1824.24,"Jai Patel",May,2023,Sunday,8,456.06
"2023-08-30 07:56:00",15:25:49,Premium,"Home & Kitchen",332.31,2,664.62,"Bhavesh Sharma",August,2023,Wednesday,15,332.31
"2024-08-01 03:36:00",18:42:36,Member,"Home & Kitchen",63.51,1,63.51,"Uday Jain",August,2024,Thursday,18,63.51
"2023-06-21 08:22:00",23:34:59,Member,Clothing,363.23,3,1089.69,"Rohan Iyer",June,2023,Wednesday,23,363.23
"2024-06-07 07:28:00",08:42:35,Premium,Electronics,493.91,4,1975.64,"Vaibhav Gupta",June,2024,Friday,8,493.91
"2023-04-27 11:23:00",22:24:22,Member,Grocery,430.13,3,1290.39,"Gaurav Bhatia",April,2023,Thursday,22,430.13000000000005
"2024-12-04 08:31:00",06:08:00,Member,Clothing,223.43,3,670.29,"Mahesh Patel",December,2024,Wednesday,6,223.42999999999998
"2024-11-21 06:15:00",13:37:32,Premium,Clothing,111.06,2,222.12,"Yash Kumar",November,2024,Thursday,13,111.06
"2023-04-19 07:52:00",10:03:56,Regular,"Beauty & Personal Care",236.62,5,1183.1,"Krishna Desai",April,2023,Wednesday,10,236.61999999999998
"2024-08-31 16:30:00",08:37:50,Regular,Electronics,132.13,2,264.26,"Eeshaan Chauhan",August,2024,Saturday,8,132.13
"2023-08-24 04:05:00",12:53:53,Premium,Clothing,196.6,3,589.8,"Avani Iyer",August,2023,Thursday,12,196.6
"2023-01-12 23:43:00",23:12:11,Premium,Grocery,348.58,2,697.16,"Vaibhav Mehta",January,2023,Thursday,23,348.58
"2024-05-10 04:09:00",13:35:15,Member,Electronics,315.75,5,1578.75,"Mahesh Yadav",May,2024,Friday,13,315.75
"2024-03-20 12:29:00",14:20:37,Premium,Grocery,41.92,3,125.76,"Krishna Iyer",March,2024,Wednesday,14,41.92
"2023-08-03 04:32:00",05:12:29,Regular,"Beauty & Personal Care",376.71,1,376.71,"Vaibhav Mehta",August,2023,Thursday,5,376.71
"2024-10-28 21:12:00",02:08:41,Regular,Clothing,445.39,4,1781.56,"Eeshaan Patel",October,2024,Monday,2,445.39
"2024-07-30 09:05:00",10:55:14,Premium,Grocery,294.07,5,1470.35,"Krishna Agarwal",July,2024,Tuesday,10,294.07
"2024-01-01 08:11:00",04:45:41,Regular,Clothing,320.55,4,1282.2,"Yash Yadav",January,2024,Monday,4,320.55
"2023-07-17 22:14:00",18:52:15,Regular,Clothing,400.69,3,1202.07,"Gaurav Rao",July,2023,Monday,18,400.69
"2023-06-02 02:28:00",08:48:33,Regular,"Beauty & Personal Care",71.52,4,286.08,"Ishaan Verma",June,2023,Friday,8,71.52
"2024-12-04 18:04:00",14:23:44,Member,Electronics,329.38,1,329.38,"Avani Rao",December,2024,Wednesday,14,329.38
"2023-05-14 02:52:00",04:02:37,Premium,Grocery,112.84,1,112.84,"Zara Sharma",May,2023,Sunday,4,112.84
"2023-05-06 22:34:00",05:58:50,Member,"Beauty & Personal Care",60.24,4,240.96,"Shreya Rao",May,2023,Saturday,5,60.24
"2024-01-27 07:16:00",08:02:46,Premium,Electronics,195.14,3,585.42,"Jai Mehta",January,2024,Saturday,8,195.14
"2024-02-20 00:36:00",03:16:18,Regular,"Home & Kitchen",98.75,5,493.75,"Uday Desai",February,2024,Tuesday,3,98.75
"2023-03-03 00:09:00",05:17:55,Member,"Home & Kitchen",130.37,5,651.85,"Jai Kumar",March,2023,Friday,5,130.37
"2023-11-21 15:31:00",07:00:57,Regular,Grocery,447.88,3,1343.64,"Lakshmi Iyer",November,2023,Tuesday,7,447.88000000000005
"2024-12-08 19:26:00",06:37:50,Member,Electronics,310.51,1,310.51,"Shreya Yadav",December,2024,Sunday,6,310.51
"2023-09-01 07:51:00",04:13:15,Premium,"Beauty & Personal Care",260.99,4,1043.96,"Ishaan Chauhan",September,2023,Friday,4,260.99
"2024-07-29 23:01:00",22:14:44,Premium,Clothing,69.93,5,349.65,"Bhavesh Kumar",July,2024,Monday,22,69.92999999999999
"2024-12-16 11:08:00",06:42:10,Member,"Beauty & Personal Care",301.2,2,602.4,"Vaibhav Verma",December,2024,Monday,6,301.2
"2024-11-18 00:54:00",01:44:01,Regular,Electronics,136.35,4,545.4,"Mahesh Verma",November,2024,Monday,1,136.35
"2023-06-27 19:27:00",00:43:26,Premium,Grocery,350.19,1,350.19,"Tanvi Gupta",June,2023,Tuesday,0,350.19
"2023-05-23 08:31:00",08:03:44,Regular,"Beauty & Personal Care",418.06,5,2090.3,"Gaurav Xavier",May,2023,Tuesday,8,418.06000000000006
"2024-12-09 19:59:00",12:57:38,Member,Clothing,10.94,4,43.76,"Tanvi Iyer",December,2024,Monday,12,10.94
"2023-06-17 05:50:00",16:49:35,Regular,"Beauty & Personal Care",99.2,3,297.6,"Krishna Sharma",June,2023,Saturday,16,99.2
"2023-05-28 21:13:00",14:01:06,Premium,Electronics,108.73,3,326.19,"Diya Yadav",May,2023,Sunday,14,108.73
"2024-10-23 07:38:00",20:10:53,Premium,"Beauty & Personal Care",189.28,3,567.84,"Jai Zutshi",October,2024,Wednesday,20,189.28
"2023-03-30 21:55:00",00:49:27,Regular,Clothing,69.23,5,346.15,"Avani Gupta",March,2023,Thursday,0,69.22999999999999
"2023-03-01 01:06:00",11:07:19,Premium,Clothing,145.22,3,435.66,"Diya Agarwal",March,2023,Wednesday,11,145.22
"2023-09-30 03:23:00",14:32:26,Premium,"Home & Kitchen",318.23,1,318.23,"Priya Khanna",September,2023,Saturday,14,318.23
"2024-05-01 20:38:00",17:28:35,Regular,Grocery,55.38,5,276.9,"Priya Bhatia",May,2024,Wednesday,17,55.379999999999995
"2024-05-25 12:03:00",09:25:41,Premium,Clothing,199.79,2,399.58,"Bhavesh Yadav",May,2024,Saturday,9,199.79
"2023-12-23 05:30:00",01:20:41,Member,"Beauty & Personal Care",55.09,1,55.09,"Eeshaan Agarwal",December,2023,Saturday,1,55.09
"2024-04-08 07:16:00",12:23:30,Regular,Grocery,10.82,1,10.82,"Jai Desai",April,2024,Monday,12,10.82
"2024-01-29 19:47:00",09:49:28,Regular,Clothing,294.29,3,882.87,"Gaurav Zutshi",January,2024,Monday,9,294.29
"2023-01-01 07:51:00",09:26:48,Premium,"Home & Kitchen",488.77,2,977.54,"Uday Lal",January,2023,Sunday,9,488.77
"2024-01-01 03:53:00",12:14:13,Regular,Electronics,209.45,3,628.35,"Aakash Jain",January,2024,Monday,12,209.45000000000002
"2024-10-28 07:30:00",02:51:33,Premium,"Home & Kitchen",151.71,5,758.55,"Rohan Xavier",October,2024,Monday,2,151.70999999999998
"2024-06-02 04:02:00",07:46:17,Premium,Clothing,380.31,5,1901.55,"Krishna Zutshi",June,2024,Sunday,7,380.31
"2023-05-06 14:43:00",20:44:16,Member,Electronics,345.4,3,1036.2,"Mahesh Singh",May,2023,Saturday,20,345.40000000000003
"2024-07-23 20:14:00",19:04:29,Member,Electronics,259.35,5,1296.75,"Gaurav Singh",July,2024,Tuesday,19,259.35
"2024-10-11 19:56:00",05:52:25,Regular,Electronics,276.27,1,276.27,"Diya Verma",October,2024,Friday,5,276.27
"2024-12-06 01:18:00",16:02:13,Member,Clothing,159.49,4,637.96,"Aakash Sharma",December,2024,Friday,16,159.49
"2024-09-18 15:26:00",07:34:05,Premium,Clothing,416.82,4,1667.28,"Diya Desai",September,2024,Wednesday,7,416.82
"2023-07-01 17:07:00",17:17:23,Regular,Electronics,462.2,3,1386.6,"Tanvi Verma",July,2023,Saturday,17,462.2
"2024-01-04 05:28:00",16:41:10,Premium,Electronics,370.92,2,741.84,"Rohan Patel",January,2024,Thursday,16,370.92
"2023-04-30 03:50:00",00:46:02,Regular,"Beauty & Personal Care",375.56,5,1877.8,"Lakshmi Wadhwa",April,2023,Sunday,0,375.56
"2024-04-17 14:52:00",02:49:33,Regular,Electronics,121.26,5,606.3,"Yash Xavier",April,2024,Wednesday,2,121.25999999999999
"2023-12-04 06:50:00",23:35:57,Member,Grocery,154.14,3,462.42,"Zara Chauhan",December,2023,Monday,23,154.14000000000001
"2023-04-13 23:46:00",10:48:43,Member,"Beauty & Personal Care",473.72,3,1421.16,"Krishna Gupta",April,2023,Thursday,10,473.72
"2024-04-13 00:30:00",04:32:32,Regular,Grocery,209.92,3,629.76,"Jai Xavier",April,2024,Saturday,4,209.92
"2023-08-22 13:28:00",15:07:29,Premium,"Home & Kitchen",40.81,4,163.24,"Rohan Gupta",August,2023,Tuesday,15,40.81
"2024-05-17 07:01:00",17:21:25,Premium,Clothing,356.12,5,1780.6,"Vaibhav Agarwal",May,2024,Friday,17,356.12
"2023-08-28 08:20:00",02:28:47,Member,Clothing,290.41,2,580.82,"Rohan Desai",August,2023,Monday,2,290.41
"2023-11-16 13:11:00",17:15:33,Member,Electronics,467.14,3,1401.42,"Zara Xavier",November,2023,Thursday,17,467.14000000000004
"2023-04-01 18:47:00",09:36:05,Member,Grocery,98.6,2,197.2,"Zara Verma",April,2023,Saturday,9,98.6
"2024-01-27 12:00:00",01:19:46,Member,Grocery,299.5,5,1497.5,"Jai Verma",January,2024,Saturday,1,299.5
"2023-05-09 18:34:00",02:35:51,Regular,Grocery,253.83,1,253.83,"Ishaan Patel",May,2023,Tuesday,2,253.83
"2023-03-29 16:13:00",05:35:13,Premium,Electronics,123.01,5,615.05,"Bhavesh Desai",March,2023,Wednesday,5,123.00999999999999
"2024-04-05 17:07:00",04:29:10,Regular,Grocery,445.73,2,891.46,"Gaurav Iyer",April,2024,Friday,4,445.73
"2024-01-15 05:53:00",07:44:31,Member,"Beauty & Personal Care",330.42,2,660.84,"Gaurav Gupta",January,2024,Monday,7,330.42
"2023-09-01 12:23:00",13:08:40,Regular,Clothing,212.27,5,1061.35,"Priya Jain",September,2023,Friday,13,212.26999999999998
"2023-11-12 06:23:00",19:00:35,Regular,"Beauty & Personal Care",15.44,3,46.32,"Vaibhav Khanna",November,2023,Sunday,19,15.44
"2023-01-17 05:42:00",10:15:16,Regular,Clothing,19.48,5,97.4,"Avani Gupta",January,2023,Tuesday,10,19.48
"2023-06-15 12:31:00",04:39:42,Premium,Grocery,467.79,1,467.79,"Eeshaan Agarwal",June,2023,Thursday,4,467.79
"2024-10-30 02:32:00",12:32:29,Member,"Beauty & Personal Care",375.65,4,1502.6,"Krishna Sharma",October,2024,Wednesday,12,375.65
"2023-11-15 10:28:00",03:31:35,Regular,Grocery,270.25,2,540.5,"Jai Rao",November,2023,Wednesday,3,270.25
"2023-09-29 22:28:00",01:26:16,Premium,"Home & Kitchen",41.86,3,125.58,"Gaurav Patel",September,2023,Friday,1,41.86
"2024-11-23 11:06:00",15:46:14,Premium,Clothing,29.37,1,29.37,"Jai Kumar",November,2024,Saturday,15,29.37
"2023-12-07 14:42:00",20:51:57,Regular,"Beauty & Personal Care",155.43,1,155.43,"Avani Kumar",December,2023,Thursday,20,155.43
"2023-06-03 16:29:00",12:16:20,Premium,"Beauty & Personal Care",53.58,1,53.58,"Vaibhav Khanna",June,2023,Saturday,12,53.58
"2023-04-07 01:52:00",14:43:53,Member,Clothing,423.6,1,423.6,"Diya Zutshi",April,2023,Friday,14,423.6
"2024-10-08 12:50:00",15:43:21,Regular,"Beauty & Personal Care",104.05,2,208.1,"Yash Kumar",October,2024,Tuesday,15,104.05
"2024-08-24 03:26:00",19:02:19,Regular,Electronics,44.91,2,89.82,"Diya Iyer",August,2024,Saturday,19,44.91
"2024-01-30 04:35:00",20:44:41,Member,Electronics,68.23,4,272.92,"Mahesh Sharma",January,2024,Tuesday,20,68.23
"2024-02-04 17:28:00",13:08:18,Member,Clothing,324.17,5,1620.85,"Zara Rao",February,2024,Sunday,13,324.16999999999996
"2023-11-05 18:58:00",12:18:45,Premium,"Home & Kitchen",443.41,3,1330.23,"Yash Sharma",November,2023,Sunday,12,443.41
"2024-08-01 06:28:00",04:28:03,Regular,Grocery,304.34,2,608.68,"Priya Gupta",August,2024,Thursday,4,304.34
"2023-12-05 01:08:00",23:14:50,Premium,"Home & Kitchen",372.61,1,372.61,"Shreya Desai",December,2023,Tuesday,23,372.61
"2023-08-30 08:41:00",14:08:52,Premium,Electronics,314.39,1,314.39,"Ishaan Yadav",August,2023,Wednesday,14,314.39
"2023-11-26 12:37:00",23:31:03,Regular,"Home & Kitchen",405.96,3,1217.88,"Lakshmi Gupta",November,2023,Sunday,23,405.96000000000004
"2024-09-20 13:13:00",00:42:19,Regular,"Beauty & Personal Care",447.83,1,447.83,"Ishaan Iyer",September,2024,Friday,0,447.83
"2024-11-29 02:14:00",11:03:23,Regular,"Beauty & Personal Care",330.39,1,330.39,"Jai Mehta",November,2024,Friday,11,330.39
"2023-02-15 18:01:00",15:40:43,Regular,Clothing,364.63,1,364.63,"Mahesh Singh",February,2023,Wednesday,15,364.63
"2024-01-22 10:05:00",15:22:51,Premium,Grocery,12.36,3,37.08,"Rohan Agarwal",January,2024,Monday,15,12.36
"2023-10-26 19:26:00",01:00:00,Premium,"Home & Kitchen",472.27,3,1416.81,"Priya Desai",October,2023,Thursday,1,472.27
"2023-08-07 18:10:00",08:18:32,Member,Clothing,335.64,4,1342.56,"Ishaan Kumar",August,2023,Monday,8,335.64
"2023-11-08 05:42:00",06:17:16,Member,"Home & Kitchen",379.95,4,1519.8,"Uday Sharma",November,2023,Wednesday,6,379.95
"2024-10-26 04:57:00",06:48:10,Regular,Grocery,407.11,3,1221.33,"Nandini Kumar",October,2024,Saturday,6,407.10999999999996
"2023-12-08 17:24:00",09:58:07,Regular,Clothing,437.08,1,437.08,"Zara Lal",December,2023,Friday,9,437.08
"2023-04-21 11:53:00",04:14:45,Premium,"Beauty & Personal Care",462.62,2,925.24,"Krishna Sharma",April,2023,Friday,4,462.62
"2023-06-23 06:43:00",21:56:38,Member,"Beauty & Personal Care",341.68,5,1708.4,"Diya Lal",June,2023,Friday,21,341.68
"2024-01-03 21:37:00",06:29:00,Member,Electronics,398.56,5,1992.8,"Krishna Kumar",January,2024,Wednesday,6,398.56
"2023-07-30 17:50:00",11:51:26,Member,"Home & Kitchen",258.13,1,258.13,"Aakash Wadhwa",July,2023,Sunday,11,258.13
"2024-06-12 05:45:00",19:00:51,Premium,Clothing,422.12,2,844.24,"Jai Yadav",June,2024,Wednesday,19,422.12
"2024-05-19 06:30:00",00:29:15,Regular,"Home & Kitchen",87.84,3,263.52,"Priya Khanna",May,2024,Sunday,0,87.83999999999999
"2023-10-31 05:11:00",07:00:45,Member,Grocery,302.45,5,1512.25,"Nandini Singh",October,2023,Tuesday,7,302.45
"2024-03-11 16:44:00",18:58:03,Regular,"Home & Kitchen",340.52,4,1362.08,"Shreya Jain",March,2024,Monday,18,340.52
"2023-04-03 03:50:00",04:09:50,Member,"Home & Kitchen",492.05,2,984.1,"Rohan Zutshi",April,2023,Monday,4,492.05
"2024-06-16 21:03:00",22:06:33,Member,Grocery,145.26,3,435.78,"Gaurav Jain",June,2024,Sunday,22,145.26
"2023-08-09 23:13:00",20:42:08,Regular,Grocery,282.75,5,1413.75,"Aakash Gupta",August,2023,Wednesday,20,282.75
"2023-10-01 05:45:00",12:19:21,Regular,Grocery,32.89,1,32.89,"Shreya Jain",October,2023,Sunday,12,32.89
"2024-11-01 02:51:00",03:48:51,Member,"Beauty & Personal Care",389.57,1,389.57,"Tanvi Desai",November,2024,Friday,3,389.57
"2023-02-11 01:46:00",16:37:12,Premium,"Beauty & Personal Care",149.25,2,298.5,"Gaurav Mehta",February,2023,Saturday,16,149.25
"2023-11-23 04:56:00",04:16:09,Regular,"Home & Kitchen",170.52,2,341.04,"Rohan Zutshi",November,2023,Thursday,4,170.52
"2024-01-04 00:12:00",22:45:06,Regular,"Beauty & Personal Care",206.11,2,412.22,"Krishna Patel",January,2024,Thursday,22,206.11
"2023-01-17 06:40:00",04:46:13,Regular,Grocery,326.37,2,652.74,"Jai Rao",January,2023,Tuesday,4,326.37
"2023-05-01 18:34:00",09:59:03,Regular,"Beauty & Personal Care",279.48,5,1397.4,"Rohan Verma",May,2023,Monday,9,279.48
"2023-11-13 19:56:00",19:55:44,Member,Grocery,258.1,1,258.1,"Ishaan Chauhan",November,2023,Monday,19,258.1
"2023-05-20 19:12:00",23:40:24,Premium,Electronics,463.72,5,2318.6,"Zara Jain",May,2023,Saturday,23,463.71999999999997
"2023-02-28 17:15:00",21:39:42,Regular,Clothing,169.23,5,846.15,"Uday Sharma",February,2023,Tuesday,21,169.23
"2023-05-03 05:27:00",01:42:26,Regular,"Home & Kitchen",210.34,3,631.02,"Shreya Sharma",May,2023,Wednesday,1,210.34
"2024-04-23 00:31:00",23:09:54,Member,Electronics,59.08,5,295.4,"Mahesh Mehta",April,2024,Tuesday,23,59.08
